cod_mun;tipo;total;sus;naosus
3543907;13;4;1;3
3543907;14;1;1;0
3543907;1;11;5;6
3543907;15;6;1;5
3543907;20;18;8;10
3543907;17;3;3;0
3543907;23;1;;1
3543907;26;4;1;3
3543907;3;134;70;64
3543907;6;27;27;0
3543907;30;13;3;10
3543907;31;4;;4
3543907;32;1;1;0
3543907;35;1;;1
3543907;36;1;1;0
3543907;10;8;2;6
3543907;38;5;2;3
3543907;41;9;2;7
3543907;43;2;1;1
3543907;5;34;17;17
3543907;48;2;2;0
3543907;51;3;1;2
3543907;54;15;7;8
3543907;55;2;1;1
3543907;56;8;3;5
3543907;57;3;2;1
3543907;58;8;2;6
3543907;59;11;2;9
3543907;8;43;19;24
3543907;62;3;2;1
3543907;9;11;4;7
3543907;65;1;1;0
3543907;66;2;1;1
3544004;1;1;;1
3544004;20;1;;1
3544004;3;10;9;1
3544004;31;1;;1
3544004;5;1;1;0
3544004;56;2;1;1
3544004;8;2;;2
3544004;9;1;;1
3544004;66;1;;1
3544103;20;1;1;0
3544103;3;14;14;0
3544103;6;8;8;0
3544103;4;2;2;0
3544103;54;1;1;0
3544103;58;1;1;0
3544103;8;1;1;0
3544103;9;1;1;0
3544202;3;4;4;0
3544202;6;3;3;0
3544202;8;1;1;0
3544251;1;2;2;0
3544251;20;1;1;0
3544251;3;24;23;1
3544251;6;4;4;0
3544251;31;2;1;1
3544251;10;1;1;0
3544251;51;1;;1
3544251;56;1;1;0
3544251;8;1;1;0
3544251;9;1;1;0
3544301;3;50;49;1
3544301;6;3;3;0
3544301;54;1;1;0
3544400;6;2;2;0
3544400;9;1;1;0
3544509;3;2;2;0
3544608;3;3;3;0
3544608;6;1;1;0
3544707;20;1;1;0
3544806;3;2;2;0
3544806;4;1;1;0
3544905;3;10;6;4
3544905;10;1;1;0
3544905;5;1;;1
3544905;8;2;;2
3545001;2;1;1;0
3545001;3;6;6;0
3545001;6;1;1;0
3545001;5;1;1;0
3545100;3;1;1;0
3545159;3;17;17;0
3545159;9;1;1;0
3545209;13;1;;1
3545209;14;1;1;0
3545209;1;1;1;0
3545209;20;6;;6
3545209;23;1;1;0
3545209;2;3;;3
3545209;3;41;31;10
3545209;6;6;4;2
3545209;30;3;1;2
3545209;31;2;;2
3545209;33;1;;1
3545209;10;3;2;1
3545209;39;1;;1
3545209;41;1;;1
3545209;5;5;3;2
3545209;48;1;1;0
3545209;50;1;1;0
3545209;54;1;;1
3545209;56;5;;5
3545209;58;3;;3
3545209;8;19;16;3
3545209;62;2;2;0
3545209;65;1;;1
3545209;66;1;;1
3545308;1;2;2;0
3545308;20;1;1;0
3545308;2;1;1;0
3545308;3;12;11;1
3545308;6;7;7;0
3545308;7;1;1;0
3545308;30;1;;1
3545308;32;1;1;0
3545308;4;1;1;0
3545308;5;3;3;0
3545308;56;1;;1
3545308;58;2;;2
3545308;59;1;1;0
3545308;8;9;8;1
3545308;9;4;4;0
3545308;64;3;3;0
3545308;66;1;;1
3545407;3;3;3;0
3545407;6;2;2;0
3545407;8;1;1;0
3545506;3;3;3;0
3545506;6;1;1;0
3545605;2;1;1;0
3545605;3;12;6;6
3545605;6;1;1;0
3545704;3;3;3;0
3545803;12;1;1;0
3545803;1;5;5;0
3545803;20;8;5;3
3545803;24;1;1;0
3545803;2;8;8;0
3545803;26;1;;1
3545803;3;74;60;14
3545803;6;12;12;0
3545803;7;1;;1
3545803;30;3;1;2
3545803;32;2;2;0
3545803;10;3;3;0
3545803;41;1;;1
3545803;4;9;9;0
3545803;5;8;7;1
3545803;45;1;1;0
3545803;48;3;2;1
3545803;51;2;2;0
3545803;52;1;;1
3545803;55;1;1;0
3545803;56;8;2;6
3545803;58;5;4;1
3545803;59;2;;2
3545803;8;19;16;3
3545803;9;3;2;1
3545803;64;11;11;0
3545803;66;1;;1
3546009;3;8;7;1
3546009;6;5;5;0
3546009;5;1;;1
3546009;8;2;2;0
3546009;9;1;1;0
3546108;6;1;1;0
3546108;5;1;1;0
3546207;6;1;1;0
3546207;8;1;1;0
3546256;6;1;1;0
3546256;4;1;1;0
3546256;8;1;1;0
3546306;20;1;1;0
3546306;3;13;11;2
3546306;6;3;3;0
3546306;30;2;;2
3546306;10;1;1;0
3546306;56;1;;1
3546306;58;2;1;1
3546306;8;2;2;0
3546306;9;1;1;0
3546405;20;4;3;1
3546405;3;79;78;1
3546405;6;7;7;0
3546405;30;2;;2
3546405;10;1;1;0
3546405;5;4;4;0
3546405;54;2;2;0
3546405;59;1;1;0
3546405;8;5;4;1
3546405;9;2;1;1
3546504;3;2;2;0
3546504;8;1;1;0
3546603;20;7;4;3
3546603;2;1;1;0
3546603;26;1;1;0
3546603;3;45;29;16
3546603;6;6;6;0
3546603;30;4;3;1
3546603;35;1;1;0
3546603;10;4;4;0
3546603;41;1;1;0
3546603;5;1;1;0
3546603;56;5;4;1
3546603;58;2;1;1
3546603;59;2;1;1
3546603;8;4;3;1
3546603;9;1;;1
3546603;65;1;1;0
3546702;3;20;16;4
3546702;6;1;1;0
3546702;30;1;1;0
3546702;31;2;;2
3546702;8;2;2;0
3546801;1;6;6;0
3546801;2;1;1;0
3546801;3;32;29;3
3546801;6;5;5;0
3546801;30;1;;1
3546801;10;1;1;0
3546801;38;1;;1
3546801;4;4;4;0
3546801;58;1;1;0
3546801;8;3;2;1
3546900;3;1;1;0
3546900;6;1;1;0
3547007;3;10;10;0
3547106;6;1;1;0
3547106;5;1;1;0
3547304;12;7;7;0
3547304;13;1;1;0
3547304;1;2;2;0
3547304;20;9;8;1
3547304;21;1;1;0
3547304;2;1;;1
3547304;3;60;58;2
3547304;30;4;4;0
3547304;31;2;;2
3547304;32;2;2;0
3547304;33;2;2;0
3547304;35;1;1;0
3547304;10;17;16;1
3547304;38;3;3;0
3547304;41;3;3;0
3547304;43;4;4;0
3547304;5;18;16;2
3547304;48;2;2;0
3547304;50;1;1;0
3547304;51;3;3;0
3547304;54;5;5;0
3547304;56;4;3;1
3547304;58;6;6;0
3547304;59;2;2;0
3547304;8;40;40;0
3547304;9;10;10;0
3547304;64;4;4;0
3547304;65;1;1;0
3547502;1;1;1;0
3547502;3;24;22;2
3547502;6;1;1;0
3547502;30;3;;3
3547502;5;1;1;0
3547502;54;2;2;0
3547502;56;1;1;0
3547502;8;2;1;1
3547601;1;3;3;0
3547601;20;1;1;0
3547601;2;1;1;0
3547601;3;19;14;5
3547601;6;1;1;0
3547601;41;1;;1
3547601;54;1;;1
3547601;56;1;;1
3547601;8;1;1;0
3547650;3;1;1;0
3547700;3;5;5;0
3547700;6;1;1;0
3547700;10;1;1;0
3547700;58;1;;1
3547700;8;3;3;0
3547809;12;12;2;10
3547809;13;39;27;12
3547809;14;19;17;2
3547809;1;91;60;31
3547809;15;9;1;8
3547809;19;8;8;0
3547809;20;157;66;91
3547809;17;2;;2
3547809;21;4;1;3
3547809;23;11;3;8
3547809;24;15;8;7
3547809;2;47;28;19
3547809;25;13;10;3
3547809;26;30;10;20
3547809;27;3;1;2
3547809;28;1;1;0
3547809;3;603;339;264
3547809;29;9;4;5
3547809;6;70;70;0
3547809;7;5;1;4
3547809;30;139;92;47
3547809;31;15;6;9
3547809;32;42;24;18
3547809;33;20;6;14
3547809;34;1;;1
3547809;35;40;13;27
3547809;36;4;3;1
3547809;10;87;26;61
3547809;38;46;17;29
3547809;39;5;2;3
3547809;41;55;19;36
3547809;4;36;34;2
3547809;42;2;2;0
3547809;43;12;3;9
3547809;5;196;75;121
3547809;45;17;9;8
3547809;47;3;2;1
3547809;48;44;32;12
3547809;50;8;5;3
3547809;51;92;69;23
3547809;52;22;18;4
3547809;54;96;71;25
3547809;55;12;7;5
3547809;56;176;87;89
3547809;57;54;24;30
3547809;58;147;58;89
3547809;59;59;31;28
3547809;60;1;1;0
3547809;61;1;;1
3547809;8;331;148;183
3547809;62;22;13;9
3547809;9;74;38;36
3547809;63;6;6;0
3547809;64;441;441;0
3547809;65;18;7;11
3547809;11;3;3;0
3547809;66;42;18;24
3547908;20;1;1;0
3547908;3;6;6;0
3547908;6;4;4;0
3547908;5;1;1;0
3547908;56;1;1;0
3547908;8;4;4;0
3548005;15;1;;1
3548005;3;8;7;1
3548005;6;3;3;0
3548005;31;1;;1
3548005;38;1;1;0
3548005;4;1;1;0
3548005;61;1;;1
3548005;8;1;1;0
3548005;9;1;1;0
3548054;3;8;8;0
3548104;3;2;2;0
3548104;6;1;1;0
3548104;5;1;1;0
3548104;8;2;2;0
3548203;20;1;1;0
3548203;3;3;3;0
3548203;6;1;1;0
3548203;8;1;1;0
3548203;9;1;;1
3548302;3;1;1;0
3548401;3;11;11;0
3548401;6;1;1;0
3548500;12;25;8;17
3548500;13;16;6;10
3548500;14;15;5;10
3548500;1;96;58;38
3548500;15;16;1;15
3548500;19;1;1;0
3548500;20;162;96;66
3548500;17;3;2;1
3548500;21;5;3;2
3548500;23;5;4;1
3548500;24;7;3;4
3548500;2;109;99;10
3548500;26;37;17;20
3548500;27;1;1;0
3548500;28;1;;1
3548500;3;993;787;206
3548500;29;4;3;1
3548500;6;31;31;0
3548500;7;5;1;4
3548500;30;73;29;44
3548500;31;11;2;9
3548500;32;13;9;4
3548500;33;9;1;8
3548500;34;2;;2
3548500;35;17;16;1
3548500;36;2;2;0
3548500;37;1;1;0
3548500;10;46;24;22
3548500;38;25;5;20
3548500;39;6;3;3
3548500;41;26;12;14
3548500;4;37;34;3
3548500;43;8;2;6
3548500;5;134;59;75
3548500;45;11;8;3
3548500;47;6;1;5
3548500;48;20;13;7
3548500;50;2;;2
3548500;51;22;14;8
3548500;52;5;3;2
3548500;54;74;54;20
3548500;55;9;6;3
3548500;56;80;37;43
3548500;57;45;34;11
3548500;58;83;46;37
3548500;59;34;17;17
3548500;60;2;2;0
3548500;61;9;3;6
3548500;8;292;161;131
3548500;62;12;4;8
3548500;9;50;24;26
3548500;63;3;3;0
3548500;64;136;136;0
3548500;65;20;7;13
3548500;11;4;3;1
3548500;66;19;10;9
3548609;2;1;1;0
3548609;3;14;14;0
3548609;6;2;2;0
3548609;10;1;1;0
3548609;38;1;1;0
3548609;5;1;1;0
3548609;8;3;3;0
3548609;9;1;1;0
3548609;66;1;1;0
3548708;12;8;1;7
3548708;13;11;1;10
3548708;14;4;;4
3548708;1;185;80;105
3548708;15;18;;18
3548708;18;1;;1
3548708;20;121;58;63
3548708;17;7;7;0
3548708;21;4;2;2
3548708;23;8;5;3
3548708;24;3;;3
3548708;2;87;67;20
3548708;25;2;2;0
3548708;26;17;8;9
3548708;3;784;567;217
3548708;29;1;1;0
3548708;6;27;27;0
3548708;7;4;;4
3548708;30;43;4;39
3548708;31;22;1;21
3548708;32;12;5;7
3548708;33;7;2;5
3548708;34;5;;5
3548708;35;47;23;24
3548708;36;1;;1
3548708;10;97;44;53
3548708;38;23;4;19
3548708;39;2;1;1
3548708;41;28;5;23
3548708;4;171;158;13
3548708;43;16;1;15
3548708;5;214;90;124
3548708;45;1;1;0
3548708;47;3;;3
3548708;48;28;22;6
3548708;49;2;2;0
3548708;50;2;1;1
3548708;51;32;25;7
3548708;52;18;11;7
3548708;54;41;21;20
3548708;55;4;2;2
3548708;56;81;10;71
3548708;57;22;12;10
3548708;58;104;40;64
3548708;59;35;8;27
3548708;60;1;1;0
3548708;8;290;169;121
3548708;62;5;1;4
3548708;9;76;30;46
3548708;63;3;2;1
3548708;64;190;190;0
3548708;65;11;1;10
3548708;66;26;8;18
3548807;12;4;1;3
3548807;13;6;2;4
3548807;14;2;;2
3548807;1;32;22;10
3548807;18;1;;1
3548807;20;88;32;56
3548807;21;3;;3
3548807;23;3;3;0
3548807;24;1;1;0
3548807;2;34;26;8
3548807;26;5;1;4
3548807;3;737;562;175
3548807;29;2;;2
3548807;6;29;29;0
3548807;7;4;;4
3548807;30;26;5;21
3548807;31;12;4;8
3548807;32;6;4;2
3548807;33;6;3;3
3548807;35;8;8;0
3548807;10;23;13;10
3548807;38;17;12;5
3548807;39;1;1;0
3548807;41;11;2;9
3548807;4;6;6;0
3548807;43;6;3;3
3548807;5;87;53;34
3548807;45;2;1;1
3548807;47;1;;1
3548807;48;15;8;7
3548807;49;7;7;0
3548807;50;1;1;0
3548807;51;10;7;3
3548807;52;4;1;3
3548807;54;41;20;21
3548807;55;12;;12
3548807;56;25;8;17
3548807;57;10;8;2
3548807;58;42;28;14
3548807;59;10;2;8
3548807;60;3;;3
3548807;61;2;1;1
3548807;8;232;183;49
3548807;62;11;8;3
3548807;9;28;22;6
3548807;64;55;55;0
3548807;65;5;4;1
3548807;66;8;2;6
3548906;12;11;;11
3548906;13;5;2;3
3548906;14;2;;2
3548906;1;22;7;15
3548906;15;9;1;8
3548906;20;30;7;23
3548906;17;1;1;0
3548906;21;1;;1
3548906;24;4;;4
3548906;2;13;7;6
3548906;26;4;;4
3548906;27;1;;1
3548906;3;191;107;84
3548906;6;13;13;0
3548906;7;2;2;0
3548906;30;22;5;17
3548906;31;4;1;3
3548906;34;2;;2
3548906;36;1;1;0
3548906;10;13;4;9
3548906;38;7;4;3
3548906;39;1;;1
3548906;41;3;1;2
3548906;4;63;63;0
3548906;42;1;1;0
3548906;43;2;1;1
3548906;5;26;7;19
3548906;47;4;1;3
3548906;48;9;6;3
3548906;51;6;2;4
3548906;54;15;4;11
3548906;55;2;1;1
3548906;56;16;2;14
3548906;57;6;3;3
3548906;58;14;1;13
3548906;59;7;1;6
3548906;60;2;1;1
3548906;61;1;1;0
3548906;8;59;16;43
3548906;62;3;2;1
3548906;9;25;9;16
3548906;64;97;97;0
3548906;66;3;1;2
3549003;3;4;4;0
3549102;12;1;;1
3549102;13;3;1;2
3549102;14;2;1;1
3549102;1;12;9;3
3549102;15;3;;3
3549102;18;1;1;0
3549102;20;16;11;5
3549102;21;1;;1
3549102;24;1;;1
3549102;2;4;4;0
3549102;26;3;;3
3549102;28;1;1;0
3549102;3;127;96;31
3549102;6;12;12;0
3549102;30;9;2;7
3549102;31;4;1;3
3549102;32;2;2;0
3549102;35;1;1;0
3549102;10;3;2;1
3549102;38;5;3;2
3549102;41;12;4;8
3549102;5;22;12;10
3549102;47;1;;1
3549102;50;1;;1
3549102;51;5;3;2
3549102;52;2;1;1
3549102;54;8;;8
3549102;55;1;;1
3549102;56;12;3;9
3549102;57;3;1;2
3549102;58;9;2;7
3549102;59;4;1;3
3549102;8;24;12;12
3549102;62;2;1;1
3549102;9;7;3;4
3549102;65;2;;2
3549102;66;7;3;4
3549250;3;2;2;0
3549300;3;3;3;0
3549300;6;1;1;0
3549409;1;2;1;1
3549409;20;9;8;1
3549409;2;1;1;0
3549409;3;78;74;4
3549409;6;9;9;0
3549409;30;2;1;1
3549409;10;2;2;0
3549409;38;1;;1
3549409;4;14;14;0
3549409;43;3;2;1
3549409;5;5;4;1
3549409;48;1;1;0
3549409;54;1;1;0
3549409;56;5;3;2
3549409;58;3;;3
3549409;59;1;1;0
3549409;8;4;4;0
3549409;11;1;;1
3549508;6;1;1;0
3549607;3;1;1;0
3549607;6;1;1;0
3549607;8;1;1;0
3549706;12;1;;1
3549706;1;4;3;1
3549706;20;3;1;2
3549706;26;1;;1
3549706;3;58;45;13
3549706;6;4;4;0
3549706;30;3;;3
3549706;32;2;1;1
3549706;34;1;;1
3549706;10;2;1;1
3549706;38;1;1;0
3549706;41;1;;1
3549706;4;1;1;0
3549706;5;6;5;1
3549706;54;2;;2
3549706;56;8;1;7
3549706;57;1;1;0
3549706;58;1;1;0
3549706;8;7;5;2
3549706;62;1;1;0
3549706;9;4;4;0
3549706;66;1;1;0
3549805;12;21;3;18
3549805;13;9;2;7
3549805;14;11;8;3
3549805;1;108;85;23
3549805;15;18;6;12
3549805;19;3;3;0
3549805;20;158;88;70
3549805;17;2;1;1
3549805;21;10;5;5
3549805;23;7;7;0
3549805;24;8;6;2
3549805;2;49;38;11
3549805;25;2;1;1
3549805;26;39;27;12
3549805;27;1;1;0
3549805;28;1;;1
3549805;3;478;378;100
3549805;29;4;2;2
3549805;6;57;57;0
3549805;30;77;33;44
3549805;31;10;2;8
3549805;32;17;8;9
3549805;33;10;5;5
3549805;34;10;;10
3549805;35;21;18;3
3549805;36;4;4;0
3549805;37;1;1;0
3549805;10;84;36;48
3549805;38;26;10;16
3549805;39;4;2;2
3549805;41;22;14;8
3549805;4;2;2;0
3549805;42;1;1;0
3549805;43;11;4;7
3549805;5;137;102;35
3549805;45;14;12;2
3549805;47;4;;4
3549805;48;24;21;3
3549805;50;3;2;1
3549805;51;26;21;5
3549805;52;10;3;7
3549805;54;54;30;24
3549805;55;5;2;3
3549805;56;93;54;39
3549805;57;31;21;10
3549805;58;53;34;19
3549805;59;21;12;9
3549805;60;1;;1
3549805;61;4;1;3
3549805;8;182;123;59
3549805;62;11;8;3
3549805;9;59;23;36
3549805;63;4;3;1
3549805;64;799;799;0
3549805;65;16;10;6
3549805;11;2;1;1
3549805;66;17;9;8
3549904;12;6;;6
3549904;13;14;3;11
3549904;14;1;;1
3549904;1;110;63;47
3549904;15;23;12;11
3549904;19;5;4;1
3549904;20;126;74;52
3549904;17;10;8;2
3549904;21;1;1;0
3549904;23;4;2;2
3549904;24;12;2;10
3549904;2;42;29;13
3549904;25;3;3;0
3549904;26;24;6;18
3549904;28;1;;1
3549904;3;763;579;184
3549904;29;3;1;2
3549904;6;86;86;0
3549904;7;6;;6
3549904;30;57;23;34
3549904;31;10;4;6
3549904;32;9;4;5
3549904;33;9;5;4
3549904;34;16;;16
3549904;35;27;22;5
3549904;36;2;2;0
3549904;37;8;1;7
3549904;10;57;32;25
3549904;38;21;8;13
3549904;39;1;;1
3549904;41;24;12;12
3549904;4;1;;1
3549904;42;1;;1
3549904;43;7;2;5
3549904;5;113;44;69
3549904;45;4;1;3
3549904;48;17;11;6
3549904;50;1;1;0
3549904;51;33;14;19
3549904;52;7;5;2
3549904;54;42;26;16
3549904;55;11;4;7
3549904;56;60;15;45
3549904;57;27;16;11
3549904;58;75;41;34
3549904;59;24;7;17
3549904;61;1;1;0
3549904;8;290;204;86
3549904;62;9;2;7
3549904;9;42;18;24
3549904;63;3;2;1
3549904;64;82;82;0
3549904;65;11;2;9
3549904;11;4;2;2
3549904;66;14;5;9
3549953;20;1;1;0
3549953;3;11;10;1
3549953;6;2;2;0
3550001;3;4;4;0
3550001;6;3;3;0
3550100;1;4;4;0
3550100;20;1;1;0
3550100;17;1;1;0
3550100;2;1;1;0
3550100;3;21;16;5
3550100;6;9;9;0
3550100;30;1;;1
3550100;31;1;;1
3550100;5;5;4;1
3550100;56;3;1;2
3550100;58;1;1;0
3550100;8;3;3;0
3550100;9;1;1;0
3550100;64;1;1;0
3550209;1;1;1;0
3550209;2;1;1;0
3550209;3;7;6;1
3550209;6;10;10;0
3550209;10;1;;1
3550209;5;1;1;0
3550308;12;262;105;157
3550308;13;189;58;131
3550308;14;133;97;36
3550308;1;2239;1096;1143
3550308;15;253;97;156
3550308;18;9;2;7
3550308;19;29;21;8
3550308;20;2435;1005;1430
3550308;17;82;28;54
3550308;21;95;37;58
3550308;22;1;;1
3550308;23;123;53;70
3550308;24;322;92;230
3550308;2;1253;667;586
3550308;25;57;33;24
3550308;26;491;87;404
3550308;27;38;10;28
3550308;28;8;4;4
3550308;3;12214;7446;4768
3550308;29;28;7;21
3550308;6;1258;1250;8
3550308;7;104;7;97
3550308;30;1291;252;1039
3550308;31;275;95;180
3550308;32;277;85;192
3550308;33;163;72;91
3550308;34;35;;35
3550308;35;519;302;217
3550308;36;62;40;22
3550308;37;13;4;9
3550308;10;1673;627;1046
3550308;38;575;117;458
3550308;39;139;58;81
3550308;41;473;135;338
3550308;4;858;229;629
3550308;42;45;29;16
3550308;43;192;60;132
3550308;5;2742;973;1769
3550308;45;231;118;113
3550308;46;4;1;3
3550308;47;77;24;53
3550308;48;653;440;213
3550308;49;2;2;0
3550308;50;54;22;32
3550308;51;549;345;204
3550308;52;191;80;111
3550308;53;5;1;4
3550308;54;958;417;541
3550308;55;199;49;150
3550308;56;1297;529;768
3550308;57;904;492;412
3550308;58;1459;610;849
3550308;59;731;192;539
3550308;60;108;29;79
3550308;61;46;23;23
3550308;8;4097;2267;1830
3550308;62;218;82;136
3550308;9;1478;759;719
3550308;63;55;38;17
3550308;64;8926;7438;1488
3550308;65;196;52;144
3550308;11;58;47;11
3550308;66;366;117;249
3550407;1;2;2;0
3550407;20;4;;4
3550407;26;1;1;0
3550407;3;13;9;4
3550407;6;3;3;0
3550407;7;1;;1
3550407;10;1;1;0
3550407;5;3;2;1
3550407;56;2;2;0
3550407;8;5;3;2
3550506;6;3;3;0
3550605;13;1;;1
3550605;1;7;7;0
3550605;15;1;;1
3550605;20;7;1;6
3550605;21;1;;1
3550605;23;1;;1
3550605;2;2;;2
3550605;25;1;;1
3550605;26;1;;1
3550605;3;131;102;29
3550605;6;17;17;0
3550605;30;4;;4
3550605;31;1;;1
3550605;32;2;1;1
3550605;35;2;1;1
3550605;10;6;2;4
3550605;38;5;1;4
3550605;41;6;;6
3550605;43;2;;2
3550605;5;10;1;9
3550605;48;2;2;0
3550605;51;4;3;1
3550605;54;1;;1
3550605;56;5;;5
3550605;57;5;;5
3550605;58;1;1;0
3550605;59;2;;2
3550605;8;20;2;18
3550605;9;8;3;5
3550704;20;5;3;2
3550704;3;90;87;3
3550704;6;30;30;0
3550704;30;1;;1
3550704;31;4;2;2
3550704;35;1;1;0
3550704;10;2;1;1
3550704;41;2;2;0
3550704;42;1;1;0
3550704;5;7;5;2
3550704;54;5;5;0
3550704;56;4;1;3
3550704;58;3;2;1
3550704;59;1;;1
3550704;8;16;11;5
3550704;62;2;2;0
3550704;9;2;2;0
3550803;3;12;10;2
3550803;6;1;1;0
3550803;8;1;1;0
3550902;12;1;;1
3550902;20;1;1;0
3550902;3;6;6;0
3550902;59;1;1;0
3550902;8;1;1;0
3551009;12;2;2;0
3551009;13;1;1;0
3551009;14;1;1;0
3551009;1;1;1;0
3551009;20;6;2;4
3551009;2;3;3;0
3551009;3;55;38;17
3551009;6;26;26;0
3551009;31;1;1;0
3551009;10;2;;2
3551009;41;2;1;1
3551009;4;3;3;0
3551009;5;3;1;2
3551009;45;1;1;0
3551009;48;1;1;0
3551009;51;1;1;0
3551009;54;1;1;0
3551009;55;1;1;0
3551009;56;6;5;1
3551009;58;3;;3
3551009;59;2;;2
3551009;8;16;7;9
3551009;9;2;2;0
3551009;66;1;;1
3551108;3;1;1;0
3551207;8;1;1;0
3551306;3;1;1;0
3551306;6;2;2;0
3551405;3;26;26;0
3551405;6;2;2;0
3551405;58;1;1;0
3551504;20;2;2;0
3551504;24;1;;1
3551504;3;18;16;2
3551504;6;7;7;0
3551504;30;1;;1
3551504;35;1;1;0
3551504;10;2;2;0
3551504;38;1;1;0
3551504;41;2;1;1
3551504;4;1;1;0
3551504;5;1;1;0
3551504;48;1;1;0
3551504;55;1;;1
3551504;58;1;1;0
3551504;8;8;6;2
3551504;9;3;2;1
3551603;20;2;1;1
3551603;3;12;9;3
3551603;6;8;8;0
3551603;7;1;1;0
3551603;5;2;1;1
3551603;58;2;1;1
3551603;8;5;3;2
3551702;13;2;;2
3551702;1;23;21;2
3551702;15;4;1;3
3551702;20;12;3;9
3551702;2;1;1;0
3551702;26;1;;1
3551702;3;107;83;24
3551702;6;1;1;0
3551702;30;3;;3
3551702;31;4;;4
3551702;35;8;;8
3551702;36;1;1;0
3551702;10;14;13;1
3551702;38;4;3;1
3551702;41;3;3;0
3551702;4;11;11;0
3551702;5;16;10;6
3551702;47;1;;1
3551702;48;3;2;1
3551702;51;3;1;2
3551702;54;5;2;3
3551702;55;3;1;2
3551702;56;3;;3
3551702;57;1;;1
3551702;58;7;4;3
3551702;59;1;1;0
3551702;8;28;20;8
3551702;9;6;3;3
3551702;64;2;;2
3551702;66;1;;1
3551801;3;2;1;1
3551801;6;3;3;0
3551900;20;1;;1
3551900;3;2;1;1
3551900;30;1;;1
3551900;8;1;;1
3552007;3;3;3;0
3552007;6;2;2;0
3552007;5;1;1;0
3552007;8;1;1;0
3552106;12;1;;1
3552106;1;1;1;0
3552106;20;3;3;0
3552106;17;1;1;0
3552106;3;28;27;1
3552106;6;7;7;0
3552106;30;1;;1
3552106;8;1;;1
3552106;9;1;;1
3552205;12;13;2;11
3552205;13;13;1;12
3552205;14;8;6;2
3552205;1;106;82;24
3552205;15;20;5;15
3552205;19;3;3;0
3552205;20;104;33;71
3552205;17;4;1;3
3552205;21;6;6;0
3552205;23;4;2;2
3552205;24;9;4;5
3552205;2;87;75;12
3552205;25;5;3;2
3552205;26;24;13;11
3552205;3;620;526;94
3552205;6;27;27;0
3552205;7;2;;2
3552205;30;56;5;51
3552205;31;21;3;18
3552205;32;21;14;7
3552205;33;6;3;3
3552205;34;2;;2
3552205;35;11;10;1
3552205;36;4;1;3
3552205;10;41;19;22
3552205;38;44;6;38
3552205;39;2;;2
3552205;41;38;16;22
3552205;43;7;2;5
3552205;5;141;81;60
3552205;45;11;8;3
3552205;46;1;;1
3552205;47;3;;3
3552205;48;22;13;9
3552205;51;40;33;7
3552205;52;5;4;1
3552205;54;41;22;19
3552205;55;9;4;5
3552205;56;111;84;27
3552205;57;27;13;14
3552205;58;51;15;36
3552205;59;45;24;21
3552205;8;466;378;88
3552205;62;13;4;9
3552205;9;71;39;32
3552205;63;3;2;1
3552205;64;283;283;0
3552205;65;11;3;8
3552205;66;11;3;8
3552304;3;5;5;0
3552304;6;2;2;0
3552403;12;1;;1
3552403;1;1;1;0
3552403;15;1;1;0
3552403;20;5;1;4
3552403;21;1;1;0
3552403;24;1;1;0
3552403;2;5;4;1
3552403;3;143;114;29
3552403;6;28;28;0
3552403;7;1;;1
3552403;30;5;3;2
3552403;31;3;;3
3552403;35;1;1;0
3552403;10;6;;6
3552403;38;1;;1
3552403;41;4;2;2
3552403;43;1;1;0
3552403;5;13;8;5
3552403;51;1;1;0
3552403;54;3;3;0
3552403;55;1;1;0
3552403;56;2;;2
3552403;58;4;3;1
3552403;59;1;;1
3552403;8;39;30;9
3552502;12;3;;3
3552502;13;1;1;0
3552502;1;2;2;0
3552502;15;2;;2
3552502;20;6;1;5
3552502;2;4;3;1
3552502;25;1;;1
3552502;26;1;;1
3552502;3;96;74;22
3552502;6;26;26;0
3552502;30;4;;4
3552502;31;3;;3
3552502;33;1;;1
3552502;34;5;;5
3552502;10;2;1;1
3552502;38;3;1;2
3552502;4;17;17;0
3552502;43;1;;1
3552502;5;10;4;6
3552502;45;1;;1
3552502;47;1;;1
3552502;51;1;1;0
3552502;54;5;4;1
3552502;56;8;2;6
3552502;58;2;;2
3552502;59;4;1;3
3552502;8;27;23;4
3552502;9;7;6;1
3552502;64;20;20;0
3552502;65;1;;1
3552551;3;1;1;0
3552551;6;1;1;0
3552601;2;1;1;0
3552601;3;25;24;1
3552601;6;2;2;0
3552601;8;2;2;0
3552700;3;7;6;1
3552700;6;2;2;0
3552700;10;1;1;0
3552700;8;1;1;0
3552700;9;1;1;0
3552809;13;2;2;0
3552809;1;5;5;0
3552809;15;2;1;1
3552809;20;11;7;4
3552809;21;1;;1
3552809;2;5;5;0
3552809;3;155;140;15
3552809;30;5;3;2
3552809;31;5;2;3
3552809;35;3;3;0
3552809;10;3;;3
3552809;38;3;2;1
3552809;41;3;1;2
3552809;4;84;84;0
3552809;5;17;14;3
3552809;45;1;1;0
3552809;47;1;1;0
3552809;48;3;3;0
3552809;49;7;7;0
3552809;51;1;1;0
3552809;54;6;3;3
3552809;56;4;;4
3552809;58;8;6;2
3552809;59;4;2;2
3552809;8;60;51;9
3552809;9;10;8;2
3552809;64;9;9;0
3552809;65;1;1;0
3552908;3;4;4;0
3552908;6;3;3;0
3553005;3;8;8;0
3553005;4;1;1;0
